,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,urls,authors,dates,headlines,contents
10,10.0,10.0,10.0,,,https://www.philstar.com/headlines/2021/03/05/2082189/top-covax-donors-us-eu-welcome-arrival-astrazeneca-jabs-philippines,None,"March 5, 2021 - 3:17pm","Top COVAX donors US, EU welcome arrival of AstraZeneca jabs in Philippines","MANILA, Philippines — Major contributors to the World Health Organization co-led COVAX facility welcomed the arrival of AstraZeneca vaccines in the Philippines.After delays, 487,200 doses of the vaccine produced by the Swedish British drugmaker arrived in the country on Thursday night.   Related Stories      After delays, first AstraZeneca jabs from COVAX arrive in Philippines   Distribution of AstraZeneca COVID-19 vaccines to hospitals may begin Friday — officialBoth the United States and the European Union welcomed this latest development.      The US Embassy in Manila said it has initially donated P97.2 billion ($2 billion) to COVAX ""to ensure the Philippines and other countries receive COVID-19 vaccines.“The United States is proud to be the largest contributor to COVAX, and we welcome the successful arrival of the first tranche of AstraZeneca vaccines in the Philippines. As we fight the pandemic together, the United States will continue to support the Philippines’ vaccination and COVID-19 mitigation efforts,” US Chargé d’Affaires John Law said in a statement released Friday.      In February, the US pledged to donate a total of P194.4 billion ($4 billion) to the COVAX facility to help the world's most vulnerable and at-risk populations in getting COVID-19 vaccines.Team Europe, consisting of the EU and its member states with the European Investment Bank, meanwhile said it has to-date provided P130 billion (€2.2 billion) to COVAX.EU Ambassador Luc Véron highlighted that the Philippines will receive vaccines for 22 million Filipinos under the COVAX facility.""The EU has both a responsibility and interest to make vaccines available to all. The European Union has maintained its goal to work in solidarity for vaccine cooperation and multilateralism — none is safe until everyone is safe,"" Véron said Thursday.According to one of the officials leading the country's pandemic response team, the government may start distributing the AstraZeneca jabs on Friday or Saturday.“Maybe the distribution of AstraZeneca vaccine to different hospitals will begin either later today or tomorrow,” Vince Dizon, deputy chief implementer of the National Task Force Against COVID-19, said in an interview on Teleradyo. —&nbsp;Patricia Lourdes Viray with report from Gaea Katreena Cabico"
11,11.0,11.0,11.0,,,https://www.philstar.com/headlines/2021/03/05/2082164/distribution-astrazeneca-covid-19-vaccines-hospitals-may-begin-friday-official,None,"March 5, 2021 - 10:16am",Distribution of AstraZeneca COVID-19 vaccines to hospitals may begin Friday — official,"MANILA, Philippines — The government may start deploying close to 500,000 doses of the COVID-19 vaccine developed by British Swedish firm AstraZeneca and Oxford University to different hospitals nationwide late Friday, an official leading the country’s pandemic response said.“Maybe the distribution of AstraZeneca vaccine to different hospitals will begin either later today or tomorrow,” Vince Dizon, deputy chief implementer of the National Task Force Against COVID-19, said in an interview on Teleradyo.Skip   Related Stories      AstraZeneca jabs being eyed for elderly medical personnel, officials say   After delays, first AstraZeneca jabs from COVAX arrive in PhilippinesIn a separate interview on CNN Philippines, Dizon said the rollout of AstraZeneca jabs will&nbsp;“start immediately.”      After delays, some 487,200 doses of AstraZeneca obtained through the COVAX facility arrived in the Philippines Thursday night. The number of doses was lower than the 526,000 that the government expected to receive last Monday.The Philippines is expected to receive 4.58 million doses of the AstraZeneca vaccine from COVAX facility along with 117,000 doses of the vaccine developed by Pfizer-BioNtech.      Dizon, who is also the country’s testing czar, said hospitals that received donated Sinovac jabs will also receive AstraZeneca shots.“They will also receive [AstraZeneca] because both will be rolled out simultaneously based on the order of the president so medical frontliners will have a choice,” he said.Vaccine czar Carlito Galvez Jr. earlier said the government aims to vaccinate between 1.7 million and 2 million health workers by end-March. But it faces challenges not limited to the stock of the coveted jabs but also the reluctance of the public to get inoculated.“So every vaccine that comes in, regardless of brand, would be for them. So hopefully by end of March or April, we could vaccinate all our healthcare workers,” Dizon said.&nbsp;The government is eyeing to administer the AstraZeneca vaccine to elderly medical personnel. Sinovac, the only vaccine currently being rolled out, is only recommended by the National Immunization Technical Advisory Group for people aged between 18 and 59 years.The World Health Organization stands by the use of AstraZeneca vaccine despite a preliminary study suggesting the jab offered less protection against the variant first seen in South Africa, its representative to the Philippines said Thursday. The country has so far detected six cases of B.1.351.To date, the Philippines has recorded over 584,000 COVID-19 cases, including more than 12,000 deaths. — Gaea Katreena Cabico"
12,12.0,12.0,12.0,,,https://www.philstar.com/nation/2021/03/05/2082163/covid-19-frontliners-elated-sinovac-jabs-arrive-barmm,John Unson,"March 5, 2021 - 9:55am",COVID-19 frontliners elated as Sinovac jabs arrive in BARMM,"COTABATO CITY, Philippines —&nbsp;Anti-COVID-19 frontliners in the Bangsamoro region were elated with the national government’s supply of 2,100 doses of Sinovac to protect them from the infectious disease, which has so far infected&nbsp;584,667 in the country.Physician Amirel Usman, acting health minister of the Bangsamoro Autonomous Region in Muslim Mindanao, said Friday the vaccines are intended for health workers and essential service providers in the forefront of BARMM’s war on COVID-19.“Our frontliners are happy with this,” he said.      Usman and physician Zul Qarneyn Abas, also a senior official of the Ministry of Health-BARMM, led the medical team that fetched from the Maguindanao Airport&nbsp;the vaccines that arrived from Manila, brought in by a passenger plane.Usman said the shipment consisted of 4,200 vials of Sinovac.      The 4,200 doses are for 2,100 anti-COVID-19 frontliners in the Bangsamoro region, who shall have two jabs each.The MOH-BARMM and the Rapid Emergency Action on Disaster Incidence, or READI contingent, are working together in pushing the anti-coronavirus containment efforts of the Bangsamoro government forward.“This shall be the initial stage of our vaccination program in the Bangsamoro region,” Usman said Thursday.He said the vaccines that arrived Thursday are intended for 1,400 frontliners in Maguindanao, 972 in Lanao del Sur, 287 in Basilan, 1,032 in Sulu and 518 in Tawi-Tawi.Lawyer Naguib Sinarimbo, BARMM’s local government minister, said Thursday the Bangsamoro leadership is thankful to the national government for supplying vaccines for 2,100 regional anti-COVID-19 frontliners.“We are so thankful for this support,” Sinarimbo, also BARMM’s regional spokesperson, said.Sinarimbo is overseeing the operation of READI that has teams of calamity and disaster response experts directly involved in BARMM’s anti-COVID-19 campaign.A number of BARMM-READI personnel survived COVID-19 infections last year, apparently contracted while working in the field."
13,13.0,13.0,13.0,,,https://www.philstar.com/nation/2021/03/05/2082035/quezon-city-health-workers-get-vaccine-jabs,Janvic Mateo,"March 5, 2021 - 12:00am",Quezon City health workers get vaccine jabs,"MANILA, Philippines — Physician Amie Guzon, head of the family medicine department of the Quezon City General Hospital (QCGH), could not contain her excitement after receiving the first dose of the vaccine developed by Sinovac of China on Wednesday.“It marks the start of the end of the pandemic,” Guzon told reporters during the rollout of the vaccines for QCGH personnel.Guzon, who is a COVID survivor, was among the first five medical frontliners who received one of the 300 doses of CoronaVac allocated to the city-operated hospital.      “This completes the whole cycle of my pandemic,” Guzon said, citing her experiences as the manager of the HOPE quarantine facilities established by the local government and as a COVID patient. “I hope that other health workers and my family are proud of what I did for them.”According to Guzon, she never hesitated about getting the China-made vaccine instead of the Pfizer vaccine.      “Any vaccine will do rather than zero vaccine,” she said. “I have experienced the whole cycle of the pandemic... We are going in circles. This is the only thing that will stop the cycle of COVID.”When they first made a survey on who were willing to get inoculated with CoronaVac, QCGH director Josephine Sabando said only three out of over 1,000 personnel answered in the affirmative.Most of the hospital employees were willing to wait for other vaccine brands, Sabando said.Mayor Joy Belmonte admitted that she was initially dismayed when she heard that only a handful were willing to receive the vaccine developed by Sinovac, which was granted emergency use authorization by the Food and Drug Administration.Belmonte lauded Sabando for convincing more medical personnel to get vaccinated with Sinovac.Sabando said 300 doses of Sinovac received by Quezon City have been allocated, with more on the waitlist.The hospital director said she organized town hall meetings where she presented data about the efficacy of Coronavac, especially for severe COVID cases.“It prevents mild cases of COVID-19 by 50.4 percent. For moderate, it is 78 percent. But for severe, it is 100 percent similar to AstraZeneca,” Sabando said.“With this vaccine, we are preventing moderate to severe cases among our healthcare workers. Once vaccinated, there will be almost complete protection from hospitalization, intubation, even death,” she added.Sabando underscored the importance of vaccinating health workers as soon as possible, citing the surge in the number of COVID-19 cases in Metro Manila.Belmonte expressed gratitude to the frontline workers who consented to receive the China-made vaccine.“This is a milestone in our COVID-19 response. We have begun the vaccination starting with our health workers,” she said.“I want our doctors and healthcare workers to be protected in any way possible. This vaccine is the best right now considering that this is what is available to us,” she added.The QCGH targets to inoculate 100 people per day."
14,14.0,14.0,14.0,,,https://www.philstar.com/nation/2021/03/05/2082037/more-provinces-get-sinovac-vaccines,Edith Regalado,"March 5, 2021 - 12:00am",More provinces get Sinovac vaccines,"DAVAO CITY, Philippines — More provinces received their supply of Sinovac vaccines from China yesterday.At least 17,400 doses for Northern Mindanao arrived at the Laguindingan airport in Cagayan de Oro City.An additional 21,600 doses arrived at the airport in this city at around 7 a.m.Skip      At least 12,000 and 4,000 doses of the vaccines were delivered to Legazpi City and Cotabato City, respectively.This city, which received an initial 16,000 doses on Wednesday, will roll out its vaccination program today at the Southern Philippines Medical Center.      The vaccine rollout in Cebu City was held at the Vicente Sotto Medical Center yesterday.In Ilocos, 14,400 doses of Sinovac vaccines were brought to the cold storage facility of the Department of Health (DOH) Center for Health and Development regional office in San Fernando, La Union.DOH regional director Valeriano Lopez said 7,000 health workers would be initially inoculated.In Negros Occidental, 3,200 doses of Sinovac vaccines were alloted for the Corazon Locsin Montelibano Memorial Hospital and Riverside Medical Center in Bacolod City.Meanwhile, in Bulacan, Mayors Ferdie Estrella of Baliwag and Maria Rosarioi Ochoa-Montejo of Pulilan allocated funds for the procurement of Oxford-AstraZeneca’s COVID-19 vaccines.In Bataan, 2,736 frontline workers have registered for the vaccination program. – Ramon Efren Lazaro, Ric Sapnu, Gilbert Bayoran, Raymund Catindig"
15,15.0,15.0,15.0,,,https://www.philstar.com/headlines/2021/03/05/2082088/vaccine-rollout-reduce-risks-prolonged-pandemic,Louise Maureen Simeon,"March 5, 2021 - 12:00am",‘Vaccine rollout to reduce risks of prolonged pandemic’,"MANILA, Philippines — An effective mass vaccination program is expected to lessen the economic risks for countries experiencing prolonged effects of the pandemic, the Asian Development Bank (ADB) said.In a joint webinar of ADB and the Johns Hopkins University yesterday, ADB president Masatsugu Asakawa maintained that economies of most of developing Asia, including the Philippines, will rebound this year to as much as 6.8 percent from the 2020 contraction of 0.2 percent.The Philippines is expected to turn in a 6.5 percent gross domestic product (GDP) growth for 2021.      However, the availability of vaccines will significantly affect the road to economic recovery.“Risks of a prolonged pandemic are tempered by vaccine developments and rollouts though progress on this front varies across economies,” Asakawa said.      “COVID-19 vaccines give us hope that we can gradually turn the tide and rebuild our economies,” he said.Vaccine rollout in the Philippines, however, was the last to materialize in the Southeast Asian region.As of March 3, only 756 doses have been administered in the country, or 0.0002 percent of the 265 million doses globally. It is miles away from the vaccination progress in its ASEAN neighbors like Indonesia which has so far rolled out 2.69 million doses, Myanmar with 104,664 doses and Cambodia 33,211 doses.Generally, developing Asia is much behind in vaccination compared to the US and Europe. ADB principal health specialist Eduardo Banzon said a lot of factors can explain the slow progress.“There’s problem on cold chain logistics for the vaccines and this is adult vaccination. Most of the countries are used to childhood vaccination, it’s a little different now,” Banzon said.“It’s a campaign type and shifting to campaign mode for the next six months or so would be challenging. Vaccine hesitance is a problem but not a problem that cannot be solved,” he said.ADB chief economist Yasuyuki Sawada, for his part, emphasized that vaccine rollouts – from procurement to deployment to confirmation of effectiveness – will shape every country’s reopening and recovery this year.“Vaccine roll out is very critical in deciding and reopening of each country,” Sawada said.Meanwhile, presidential spokesman Harry Roque denied insinuation by administration critics that President Duterte was setting the bar low when the latter said the country would achieve normalcy only by 2023. “Well, you know that going back to normalcy is anyone’s guess,” he said.He explained the President’s statement was logical since some experts have said that the country might attain “herd immunity” only a year after a vaccination kickoff.He said if the country completes its vaccination program this year, it will only be by 2022 that herd immunity could be established to signal a return to normalcy.Roque said the government is working doublly hard to restore the public’s faith in the vaccine and the economy.“I don’t think there is a chilling effect on consumption. Why? As the President has said a vaccination program will only have to take off and attract many people for him to decide on opening everything,” he said. – Christina Mendez"
16,16.0,16.0,16.0,,,https://www.philstar.com/headlines/2021/03/05/2082122/duterte-happy-vaccine-rollout,Alexis Romero,"March 5, 2021 - 12:00am",Duterte happy with vaccine rollout,"MANILA, Philippines — President Duterte is happy with the rollout of COVID-19 vaccines, but wants to see a more massive inoculation so he can be confident of relaxing quarantine restrictions in the country, Malacañang said yesterday.“He said he really wants to (loosen the restrictions). The first thing is that he’s very happy with the rollout, with what’s happening in the rollout. He wants to see more happening as a challenge to all of us. Perhaps he wants to see a more massive rollout,” Cabinet Secretary Karlo Nograles said.Simultaneous vaccine rollouts would be held in the Cordilleras, Ilocos, Central Luzon, Calabarzon, Mimaropa, Bicol, Western Visayas and Eastern Visayas on Monday.      Since Monday, Philippine Airlines has airlifted 55,200 doses of Sinovac vaccines to Cagayan de Oro, Davao, Legazpi and Cotabato on four different flights.Upon arrival, the vaccine were loaded into cold-storage vans and delivered to various hospitals in preparation for regional vaccination drives.      Loosening restrictionsAnd because of the expected arrival of vaccines from both the COVAX facility and Chinese drug-maker Sinovac, Nograles added that it’s possible to place the entire country under the most lenient modified general community quarantine or MGCQ.Around 9,077 persons have received vaccines in 10 Metro Manila hospitals so far, with the government allotting 3.7 million vaccine doses solely for healthcare workers.The Armed Forces of the Philippines confirmed that 2,290 military health personnel have been inoculated in five sites during the first four days of vaccination.For the Philippine Coast Guard, commodores Fran Eden and Luz Escarilla, the first women doctors to reach the rank, expressed willingness to receive the Sinovac vaccine.AdChoicesADVERTISINGBreach in protocolMeanwhile, Malacañang admitted yesterday that protocols were breached when Interior Undersecretary Jonathan Malaya, Metropolitan Manila Development Authority public services head Michael Salalima and Quezon Rep. Helen Tan were vaccinated despite the policy prioritizing healthcare workers.“We are not perfect in implementing protocol, we had breaches but we learned from it and now, everyone knows it’s medical frontliners first,” presidential spokesman Harry Roque said.National Task Force chief implementer Carlito Galvez Jr. said the breach in prioritization protocols merits a probe.“There are no directives like that. That’s wrong, what we have is all medical frontliners, the 1.7 million (medical) frontliners would be prioritized for now. We don’t have enough vaccines… we will investigate that just in case there was indeed an occurrence like that,” Galvez said.On the other hand, Tan denied receiving special treatment and argued she received the vaccine slot through her son, a surgeon at Veterans Memorial Medical Center.“I would like to ask the public not to perceive this as VIP treatment, since it is totally false and misguided, inasmuch as I am a legal dependent, an immediate family member of a frontliner working as a medical professional at the VMMC,” the congresswoman, a doctor by profession, lamented. — Rudy Santos, Romina Cabrera, Robertzon Ramirez, Edu Punay, Michelle Zoleta, Tina Mendez, Neil Jayson Servallos"
17,17.0,17.0,17.0,,,https://www.philstar.com/headlines/2021/03/04/2081962/after-delays-first-astrazeneca-jabs-covax-arrive-philippines,Christian Deiparine,"March 4, 2021 - 7:37pm","After delays, first AstraZeneca jabs from COVAX arrive in Philippines","MANILA, Philippines (Updated 10:18 p.m.) — Initial doses of AstraZeneca under the COVAX facility arrived in Manila on Thursday night, the first delivery from the World Health Organization-led initiative that comes days into the country's vaccination efforts.A KLM Royal Dutch Airlines plane&nbsp;carrying some 487,200 doses landed at the Villamor Air Base in Pasay City by&nbsp;7:10 p.m., with officials set to officially receive the much-needed jabs at a time when nearly 585,000 Filipinos have contracted COVID-19 and with over 12,400 dead from the pandemic.   Related Stories      Palace says AstraZeneca jabs arriving March 4; vaccine czar not so sure   AstraZeneca jabs being eyed for elderly medical personnel, officials sayIn total, the Philippines is seen to receive 4.58 million doses of the AstraZeneca vaccines as part of its share from the COVAX facility, along with 117,000 doses of doses made by Pfizer.      Officials initially said 5.5 million of the British-Swedish drugmaker's doses were allocated&nbsp;for the country but this was&nbsp;changed recently per an allocation list published by the WHO.Speaking at a ceremony at the arrival of the vaccines, President Rodrigo Duterte reiterated his call to make the jabs accessible to many countries and encouraged Filipinos to get vaccinated as soon as they can. He also thanked the donor countries, which include members of the European Union, a bloc that he had cursed in the past for alleged interference in domestic issues.      ""I don't know how to express my gratitude to [you],"" he said. ""That you remembered the poor nations is in fact already a plus for humanity..I'd like to say again that we felt the gratitude in our hearts.""""May God bless you for your benevolence,"" he also said.WHO representative in the Philippines Rabindra Abeyasinghe, speaking at the brief ceremony, said that although vaccines have been arriving,&nbsp;preventive measures should not be abandoned. ""Nobody is safe until everyone is safe,"" he also said.The vaccines from the COVAX facility were expected to arrive in February, as the administration sought to give dates that later on turned out to be estimates.AstraZeneca's jabs secured emergency use approval from the Food and Drug Administration in late January&nbsp;after Pfizer did, and was followed by Sinovac.The government's vaccination program started this week with 600,000 doses donated&nbsp;by Beijing,&nbsp;the first to reach the Philippines last week,Taken in two doses, the AstraZeneca vaccine&nbsp;was found to be 70% effective on average. On Wednesday, however, a member of the OCTA Research team warned that its efficacy rate could decrease to just 10% against the new COVID-19 variant first seen in South Africa that has already been detected in the country.But the health department in a briefing earlier Thursday&nbsp;sought to allay such fears, saying the studies cited had a small sample of individuals.It came as South Africa halted the rollout of AstraZeneca after trials there showed a poor showing against combating the said variant. To which, Health Undersecretary Maria Rosario Vegeire said: ""No matter what the publications say that its efficacy has gone lower, until we are not certain, we will continue to use the vaccines.""The arrival marks an important step in the&nbsp;vaccination efforts in the country, as some health workers — first in line to receive the jabs — sought alternatives to Sinovac.Government said too that medical workers above 60&nbsp;could be prioritized to get Pfizer vaccines, since&nbsp;Sinovac is&nbsp;not recommended for senior citizens.All donations, none boughtCOVAX facility's allocation is different from the direct procurement by government to vaccine manufacturers.The European Union, for one, said it has provided € 2.2 billion to help countries gain access to vaccines, including the Philippines.In a statement, EU's ambassador to the country&nbsp;Luc Véron said the union ""has both a responsibility and interest to make vaccines available for all,"" adding that the union is the ""biggest contributor"" to the COVAX's donation to the country.To date, only term sheets have have been signed, with no purchase deals yet. The supplies from Sinovac and AstraZeneca are also donations.This means that despite officials' repeated pronouncements that the country will have enough supplies this year, the administration has yet to spend the allocated P72.5 billion meant to buy vaccines, funding that is from money borrowed from multilateral sources such as the World Bank."
18,18.0,18.0,18.0,,,https://www.philstar.com/headlines/2021/03/04/2081982/philippines-told-failure-follow-vaccine-priorities-could-jeopardize-share-covax-facility,Christian Deiparine,"March 4, 2021 - 7:20pm",Philippines told: Failure to follow vaccine priorities could jeopardize share in COVAX facility,"MANILA, Philippines — Lapses in vaccination priorities could risk the country's share in the COVAX facility, a World Health Organization official said Thursday.AstraZeneca's doses under the global initiative are set to arrive in the Philippines on Thursday night&nbsp;in what would boost the country's vaccination efforts that began in March 1 after figuring in delays.   Related Stories      'Bad precedent': Experts seek unlikely accountability over unauthorized vaccinations   FDA probe into PSG vaccine smuggling hits 'blank wall'   Palace says AstraZeneca jabs arriving March 4; vaccine czar not so sureBut Dr. Rabindra Abeyasinghe, the WHO's representative to the country, stressed that government's priority list should be followed, particularly health workers and the most vulnerable to the COVID-19.      ""To access these vaccines and then the remainder that will be coming to the Philippines before the end of the year, [it] needs to demonstrate that they can first rollout the vaccines in an efficient manner,"" he said in a briefing.Some 4.58 million doses of AstraZeneca and 117,000 doses of Pfizer are allocated for the country, with an initial delivery of 487,200 doses of the British-Swedish drugmaker arriving on Thursday night.      Abeyasinghe said a proper rollout will also include minimizing wastage of the jabs, as well as ensuring that storage management is done efficently.Line-jumping with smuggled vaccinesMembers of the Presidential Security Group were actually among the first in the country to be vaccinated against the coronavirus. They were vaccinated with&nbsp;unauthorized&nbsp;and smuggled Sinopharm vaccines in late 2020, President Rodrigo Duterte himself disclosed last December.The innoculation mess drew widespread criticism and calls for accountability, but local regulators said their investigation has hit a ""blank wall"" with no cooperation from the PSG. A similar probe into the use of the same smuggled vaccines by columnist Mon Tulfo, ""Cabinet-level"" officials and a senator are similarly likely to go nowhere.Medical experts warned that failing to hold someone responsible for the unauthorized vaccinations&nbsp;could set a bad precedent for bringing in medicines or other vaccines into the country.They also said that justifying the apparent disregard for the law could undermine vaccination efforts in the country, at a time when public mistrust of&nbsp;the jabs has&nbsp;remained high.Health workers are at the top of government's priority list to get the jabs. But only days into vaccinations, incidents of some officials receiving the jabs despite not being on&nbsp;the list have drawn flak.Later on sought for comment, presidential spokesperson in a briefing admitted ""breaches"" into the vaccination program.""Courtesy of these three incidents, everyone should now know that the first vaccines are only for medical frontliners,"" he said partly in Filipino. ""We are not perfect in carrying out protocols. We had a few breaches."""
19,19.0,19.0,19.0,,,https://www.philstar.com/headlines/2021/03/04/2081979/china-donate-400000-more-doses-covid-19-vaccines-duterte-says,Xave Gregorio,"March 4, 2021 - 6:52pm","China to donate 400,000 more doses of COVID-19 vaccines, Duterte says","MANILA, Philippines — President Rodrigo Duterte said Thursday that China will be donating 400,000 more doses of COVID-19 vaccines on top of its earlier donation of 600,000 doses of CoronaVac developed by Sinovac Biotech Ltd.“China will give us another 400 [thousand doses,] making their donation to their country 1 million [doses,]” Duterte said in a speech at the inauguration of school buildings in Valenzuela City.   Related Stories      Donated Sinovac doses arrive in the Philippines   Philippines to buy 1 million doses of Sinovac this MarchDuterte did not say from which vaccine maker the shots from China would come from, although a shipment of 600,000 doses of CoronaVac arrived in the Philippines last Monday, making them the first coronavirus vaccines to arrive in the country.Skip      Aside from the donations, the Philippines is also buying 1 milion doses of CoronaVac under a P700-million purchase deal.Apart from Sinovac, Chinese state-owned drugmaker China National Pharmaceutical Group Corp., Ltd. (Sinopharm) has also developed a coronavirus vaccine.      Only Sinovac’s CoronaVac has been authorized for emergency use by the Food and Drug Administration, while Sinopharm’s jab is still being reviewed by the drug regulator.There have been some fears, particularly from opposition lawmakers, that China is deploying vaccine diplomacy, or using its access to vaccines to force countries to bend to its will.Top government officials have downplayed these concerns, with Malacañang even saying that the donations would not affect the country’s territorial claims in the West Philippine Sea.China considers the West Philippine Sea, or the part of the South China Sea within the Philippines’ exclusive economic zone, as part of its territory despite a 2016 arbitral ruling that held that its territorial claims in the area have no legal basis.It also passed in January a new law that allows Chinese coast guard to fire at foreign vessels and demolish structures built on contested islands, which prompted the Department of Foreign Affairs to lodge a diplomatic protest and the Armed Forces of the Philippines to increase its naval presence in the West Philippine Sea.During the course of his administration, Duterte has made a remarkable pivot to China, warming up ties with the Asian giant.He has also made clear his preference for Chinese vaccines, especially for the still-unauthorized Sinopharm jabs.Smuggled Sinopharm vaccines were used to inoculate members of Duterte’s security group. Former special envoy to China Ramon Tulfo said he and other top government officials have had themselves inoculated with these same illegal shots. — with a report from Bella Perez-Rubio"
20,20.0,20.0,20.0,,,https://www.philstar.com/headlines/2021/03/04/2081989/duterte-says-lift-all-covid-19-restrictions-once-vaccines-widely-available,None,"March 4, 2021 - 6:42pm",Duterte says to lift all COVID-19 restrictions once vaccines widely available,"MANILA, Philippines — President Rodrigo Duterte said Thursday that he will “immediately” ease all restrictions imposed to curb the spread of COVID-19 once vaccines for the respiratory disease become widely available.“If I see most of the citizens can avail of the vaccine in any of the health centers, hospitals … then I will reopen everything in our economy,” Duterte said partly in Filipino in a speech at the inauguration of school buildings in Valenzuela City.   Related Stories      With vaccine rollout, Duterte eyes MGCQ for Metro ManilaIt is not clear, however, when this target will be reached. As it stands, the government eyes the “massive rollout” of COVID-19 vaccines in the third quarter of this year, but even then only up to 25 million Filipinos would get the jabs, far below the target of inoculating 50 million to 70 million Filipinos.      By Duterte’s own estimate, the country would not return to normal until “maybe first or second quarter of year … 2023.”The government’s own pandemic task force has recommended that the entire country shift to the laxest quarantine regime, only for Duterte to reject this due to the lack of a wider vaccine rollout.&nbsp;      Duterte, however, has indicated he is ready to place the country under modified general community quarantine once the country gets an adequate supply of COVID-19 vaccines — Xave Gregorio"
21,21.0,21.0,21.0,,,https://www.philstar.com/headlines/2021/03/04/2081952/astrazeneca-jabs-being-eyed-elderly-medical-personnel-officials-say,Christian Deiparine,"March 4, 2021 - 3:04pm","AstraZeneca jabs being eyed for elderly medical personnel, officials say","MANILA, Philippines — Government on Thursday said it is looking to vaccinate health workers who are also senior citizens with the AstraZeneca, whose doses are due to arrive in the country later tonight after figuring in delays.The delivery of 487,200 doses under the World Health Organization-led COVAX facility comes as the country is days into its inoculation efforts, with so far the Sinovac as the only choice.   Related Stories      Palace says AstraZeneca jabs arriving March 4; vaccine czar not so sureCabinet Secretary Karlo Nograles in a briefing recognized the Chinese-made jabs' limitation of only being recommended by the National Immunization Technical Advisory Group for 18 to 59-years-old.&nbsp;      This leaves out those 60 and above, including medical personnel who have continued in their duties.""The Astrazeneca vaccine has no limts on age,"" he said. ""So we will await for the advice of the NITAG [if] we can use this for senior citizens who are health workers and can't be inoculated with the Sinovac.""      Vaccinations in the Philippines began on March 1, with health workers the first to receive the jabs despite an earlier advice by the Food and Drug Administration against it.To date, Nograles said 8,559 have already been inoculated, which includes some administration officials in a bid to allay public concerns over Sinovac.Speaking to CNN Philippines' ""The Source,"" vaccine czar Carlito Galvez Jr. said too that doctors are pushing to prioritize elderly health workers to receive the AstraZeneca.He added that inoculations are already ongoing in 32 hospitals, with efforts soon expanding to Davao, Cagayan de Oro and Cebu City as more than 190,000 doses of Sinovac were already transported nationwide.The administration first said the jabs from the COVAX facility, that is AstraZeneca including 117,000 doses from Pfizer, will arrive in the country by February 15.&nbsp;But hopes by many for vaccines that have reported higher efficacy rates were met with delays due to the lack of an indemnity agreement.Latest allocation figures from the COVAX published showed that the Philippines is due to receive 4.58 million doses of AstraZeneca, from the earlier 5.5 million given by officials.Galvez, who yesterday was hesitant to confirm the arrival of the said jabs, told CNN Philippines as well that the delivery is slated by 7:30 p.m. tonight."
22,22.0,22.0,22.0,,,https://www.philstar.com/headlines/2021/03/04/2081830/year-after-first-local-case-san-juan-starts-vaccination,Neil Jayson Servallos,"March 4, 2021 - 12:00am","A year after first local case, San Juan starts vaccination","MANILA, Philippines — Two days before the hospital marks a year since handling the country’s first local COVID transmission, Cardinal Santos Medical Center (CSMC) in San Juan has begun vaccinating its health care workers.Three hospital personnel were the first to receive Sinovac jabs yesterday as a prelude to the CSMC’s mass vaccination of workers tomorrow, exactly a year after admitting the first case of community transmission in the country.Cardinal Santos Medical Center chief medical officer Dr. Zenaida Javier-Uy said they were targeting to inoculate 1,000 health workers, with 61 percent of the CSMC’s pool of physicians willing to take the China-made jabs despite their expectation to receive Pfizer’s vaccine.Skip      “A good 61 percent of our doctors confirmed for vaccination despite the fact they were all expecting the Pfizer vaccine. But when we said Sinovac, 61 percent said yes,” she said during the vaccination rites.Human resources chief Maria Louzel Diaz, orthopedics department chair Dr. Edgar Eufemio and internal medicine chief resident Dr. Sergie Fernandez received the jabs.      Eufemio was responsible for collaborating with the local government and Xavier School in setting up the Kalinga Center quarantine facility. Fernandez, meanwhile, was manning the emergency room at the height of the pandemic.Diaz, who made sure hospital staff were fed and sheltered during lockdown when transportation was very minimal in Metro Manila, said she volunteered to get vaccinated to boost the confidence of hospital employees and health workers.Mayor Francis Zamora, who was at the time quarantined at the CSMC after testing positive for COVID-19 on Monday, said an initial 300 doses were expected to be delivered to the hospital yesterday.“The vaccine rollout comes at a very significant time as almost one year ago, March 6, 2020, the DOH confirmed to me that the first local transmission in the Philippines was a patient from Cardinal Santos Medical Center,” he said in a statement sent to reporters.A 62-year-old man from Cainta, Rizal who had not traveled outside the country tested positive for COVID-19 on March 5 last year and was admitted to CSMC, making him the first recorded case of local transmission. His wife also tested positive for COVID-19, making her the second local case.The pair were transferred to the Research Institute for Tropical Medicine for treatment, where they died due to health complications brought by the virus after more than a week of battling the disease.“Now, one year after, our vaccination process has begun, which I believe will be the game changer in our fight against COVID-19,” Zamora added."
